Area,Item,Year,Yield,avg_temp,Pesticides,avg_precipitation
Burkina Faso,Sweet potatoes,1995,36755,28.46,3.04,748
Burkina Faso,Yams,1995,69212,28.46,3.04,748
Burkina Faso,Cassava,1996,20489,28.74,39.16,748
Burkina Faso,Maize,1996,15521,28.74,39.16,748
Burkina Faso,Potatoes,1996,28605,28.74,39.16,748
Burkina Faso,"Rice, paddy",1996,23883,28.74,39.16,748
Burkina Faso,Sorghum,1996,9095,28.74,39.16,748
Burkina Faso,Soybeans,1996,10710,28.74,39.16,748
Burkina Faso,Sweet potatoes,1996,62201,28.74,39.16,748
Burkina Faso,Yams,1996,73799,28.74,39.16,748
Burkina Faso,Cassava,1997,20557,28.52,75.29,748
Burkina Faso,Maize,1997,15185,28.52,75.29,748
Burkina Faso,Potatoes,1997,23981,28.52,75.29,748
Burkina Faso,"Rice, paddy",1997,15750,28.52,75.29,748
Burkina Faso,Sorghum,1997,6804,28.52,75.29,748
Burkina Faso,Soybeans,1997,9514,28.52,75.29,748
Burkina Faso,Sweet potatoes,1997,52003,28.52,75.29,748
Burkina Faso,Yams,1997,69169,28.52,75.29,748
Burkina Faso,Cassava,1998,20706,28.95,111.41,748
Burkina Faso,Maize,1998,13919,28.95,111.41,748
Burkina Faso,Potatoes,1998,24321,28.95,111.41,748
Burkina Faso,"Rice, paddy",1998,19388,28.95,111.41,748
Burkina Faso,Sorghum,1998,8541,28.95,111.41,748
Burkina Faso,Soybeans,1998,10308,28.95,111.41,748
Burkina Faso,Sweet potatoes,1998,56110,28.95,111.41,748
Burkina Faso,Yams,1998,66929,28.95,111.41,748
Burkina Faso,Cassava,1999,20902,28.45,93.43,748
Burkina Faso,Maize,1999,16241,28.45,93.43,748
Burkina Faso,Potatoes,1999,22000,28.45,93.43,748
Burkina Faso,"Rice, paddy",1999,24824,28.45,93.43,748
Burkina Faso,Sorghum,1999,8857,28.45,93.43,748
Burkina Faso,Soybeans,1999,13310,28.45,93.43,748
Burkina Faso,Sweet potatoes,1999,84033,28.45,93.43,748
Burkina Faso,Yams,1999,65350,28.45,93.43,748
Burkina Faso,Cassava,2000,21037,28.6,75.44,748
Burkina Faso,Maize,2000,17543,28.6,75.44,748
Burkina Faso,Potatoes,2000,21233,28.6,75.44,748
Burkina Faso,"Rice, paddy",2000,25675,28.6,75.44,748
Burkina Faso,Sorghum,2000,8295,28.6,75.44,748
Burkina Faso,Soybeans,2000,8519,28.6,75.44,748
Burkina Faso,Sweet potatoes,2000,133168,28.6,75.44,748
Burkina Faso,Yams,2000,82928,28.6,75.44,748
Burkina Faso,Cassava,2001,21388,28.77,57.46,748
Burkina Faso,Maize,2001,18115,28.77,57.46,748
Burkina Faso,Potatoes,2001,15852,28.77,57.46,748
Burkina Faso,"Rice, paddy",2001,18795,28.77,57.46,748
Burkina Faso,Sorghum,2001,9278,28.77,57.46,748
Burkina Faso,Soybeans,2001,13053,28.77,57.46,748
Burkina Faso,Sweet potatoes,2001,78415,28.77,57.46,748
Burkina Faso,Yams,2001,69481,28.77,57.46,748
Burkina Faso,Cassava,2002,21551,28.97,39.47,748
Burkina Faso,Maize,2002,17381,28.97,39.47,748
Burkina Faso,Potatoes,2002,20527,28.97,39.47,748
Burkina Faso,"Rice, paddy",2002,19010,28.97,39.47,748
Burkina Faso,Sorghum,2002,9252,28.97,39.47,748
Burkina Faso,Soybeans,2002,11119,28.97,39.47,748
Burkina Faso,Sweet potatoes,2002,61708,28.97,39.47,748
Burkina Faso,Yams,2002,83373,28.97,39.47,748
Burkina Faso,Cassava,2004,22411,28.9,1.28,748
Burkina Faso,Maize,2004,12666,28.9,1.28,748
Burkina Faso,Potatoes,2004,18849,28.9,1.28,748
Burkina Faso,"Rice, paddy",2004,15047,28.9,1.28,748
Burkina Faso,Sorghum,2004,9731,28.9,1.28,748
Burkina Faso,Soybeans,2004,11545,28.9,1.28,748
Burkina Faso,Sweet potatoes,2004,69167,28.9,1.28,748
Burkina Faso,Yams,2004,74208,28.9,1.28,748
Burkina Faso,Cassava,2005,21952,29.18,92.21,748
Burkina Faso,Maize,2005,18058,29.18,92.21,748
Burkina Faso,Potatoes,2005,20000,29.18,92.21,748
Burkina Faso,"Rice, paddy",2005,17791,29.18,92.21,748
Burkina Faso,Sorghum,2005,10919,29.18,92.21,748
Burkina Faso,Soybeans,2005,17025,29.18,92.21,748
Burkina Faso,Sweet potatoes,2005,83331,29.18,92.21,748
Burkina Faso,Yams,2005,75306,29.18,92.21,748
Burkina Faso,Cassava,2006,21316,28.92,109.24,748
Burkina Faso,Maize,2006,19444,28.92,109.24,748
Burkina Faso,Potatoes,2006,20000,28.92,109.24,748
Burkina Faso,"Rice, paddy",2006,25724,28.92,109.24,748
Burkina Faso,Sorghum,2006,11393,28.92,109.24,748
Burkina Faso,Soybeans,2006,11421,28.92,109.24,748
Burkina Faso,Sweet potatoes,2006,125728,28.92,109.24,748
Burkina Faso,Yams,2006,85482,28.92,109.24,748
Burkina Faso,Cassava,2007,23030,28.96,292.05,748
Burkina Faso,Maize,2007,11736,28.96,292.05,748
Burkina Faso,Potatoes,2007,20000,28.96,292.05,748
Burkina Faso,"Rice, paddy",2007,17002,28.96,292.05,748
Burkina Faso,Sorghum,2007,9374,28.96,292.05,748
Burkina Faso,Soybeans,2007,11250,28.96,292.05,748
Burkina Faso,Sweet potatoes,2007,90640,28.96,292.05,748
Burkina Faso,Yams,2007,65200,28.96,292.05,748
Burkina Faso,Cassava,2008,19060,28.4,190.92,748
Burkina Faso,Maize,2008,16662,28.4,190.92,748
Burkina Faso,Potatoes,2008,17954,28.4,190.92,748
Burkina Faso,"Rice, paddy",2008,24355,28.4,190.92,748
Burkina Faso,Sorghum,2008,9859,28.4,190.92,748
Burkina Faso,Soybeans,2008,27290,28.4,190.92,748
Burkina Faso,Sweet potatoes,2008,110907,28.4,190.92,748
Burkina Faso,Yams,2008,71895,28.4,190.92,748
Burkina Faso,Cassava,2009,17452,29.05,132.3,748
Burkina Faso,Maize,2009,15286,29.05,132.3,748
Burkina Faso,Potatoes,2009,18111,29.05,132.3,748
Burkina Faso,"Rice, paddy",2009,23154,29.05,132.3,748
Burkina Faso,Sorghum,2009,9204,29.05,132.3,748
Burkina Faso,Soybeans,2009,14542,29.05,132.3,748
Burkina Faso,Sweet potatoes,2009,126965,29.05,132.3,748
Burkina Faso,Yams,2009,94186,29.05,132.3,748
Burkina Faso,Cassava,2010,15659,29.17,442.89,748
Burkina Faso,Maize,2010,14342,29.17,442.89,748
Burkina Faso,Potatoes,2010,18998,29.17,442.89,748
Burkina Faso,"Rice, paddy",2010,20238,29.17,442.89,748
Burkina Faso,Sorghum,2010,10036,29.17,442.89,748
Burkina Faso,Soybeans,2010,12562,29.17,442.89,748
Burkina Faso,Sweet potatoes,2010,102743,29.17,442.89,748
Burkina Faso,Yams,2010,66518,29.17,442.89,748
Burkina Faso,Cassava,2011,13548,29.03,843.0,748
Burkina Faso,Maize,2011,15356,29.03,843.0,748
Burkina Faso,Potatoes,2011,19159,29.03,843.0,748
Burkina Faso,"Rice, paddy",2011,17676,29.03,843.0,748
Burkina Faso,Sorghum,2011,8952,29.03,843.0,748
Burkina Faso,Soybeans,2011,8873,29.03,843.0,748
Burkina Faso,Sweet potatoes,2011,190326,29.03,843.0,748
Burkina Faso,Yams,2011,74827,29.03,843.0,748
Burkina Faso,Cassava,2012,13636,28.67,843.0,748
Burkina Faso,Maize,2012,18386,28.67,843.0,748
Burkina Faso,Potatoes,2012,19320,28.67,843.0,748
Burkina Faso,"Rice, paddy",2012,23336,28.67,843.0,748
Burkina Faso,Sorghum,2012,10755,28.67,843.0,748
Burkina Faso,Soybeans,2012,10949,28.67,843.0,748
Burkina Faso,Sweet potatoes,2012,83073,28.67,843.0,748
Burkina Faso,Yams,2012,90785,28.67,843.0,748
Burkina Faso,Cassava,2013,13594,29.41,843.0,748
Burkina Faso,Maize,2013,17353,29.41,843.0,748
Burkina Faso,Potatoes,2013,19481,29.41,843.0,748
Burkina Faso,"Rice, paddy",2013,21993,29.41,843.0,748
Burkina Faso,Sorghum,2013,10409,29.41,843.0,748
Burkina Faso,Soybeans,2013,13512,29.41,843.0,748
Burkina Faso,Sweet potatoes,2013,146793,29.41,843.0,748
Burkina Faso,Yams,2013,58594,29.41,843.0,748
Burundi,Cassava,1990,88969,21.15,92.08,1274
Burundi,Maize,1990,13540,21.15,92.08,1274
Burundi,Potatoes,1990,34836,21.15,92.08,1274
Burundi,"Rice, paddy",1990,33333,21.15,92.08,1274
Burundi,Sorghum,1990,10983,21.15,92.08,1274
Burundi,Soybeans,1990,10000,21.15,92.08,1274
Burundi,Sweet potatoes,1990,64427,21.15,92.08,1274
Burundi,Wheat,1990,7478,21.15,92.08,1274
Burundi,Yams,1990,57576,21.15,92.08,1274
Burundi,Cassava,1991,89785,20.97,92.08,1274
Burundi,Maize,1991,13887,20.97,92.08,1274
Burundi,Potatoes,1991,32454,20.97,92.08,1274
Burundi,"Rice, paddy",1991,30923,20.97,92.08,1274
Burundi,Sorghum,1991,11241,20.97,92.08,1274
Burundi,Soybeans,1991,10000,20.97,92.08,1274
Burundi,Sweet potatoes,1991,64810,20.97,92.08,1274
Burundi,Wheat,1991,7333,20.97,92.08,1274
Burundi,Yams,1991,55714,20.97,92.08,1274
Burundi,Cassava,1992,92046,21.31,92.08,1274
Burundi,Maize,1992,14218,21.31,92.08,1274
Burundi,Potatoes,1992,33357,21.31,92.08,1274
Burundi,"Rice, paddy",1992,31077,21.31,92.08,1274
Burundi,Sorghum,1992,11517,21.31,92.08,1274
Burundi,Soybeans,1992,8943,21.31,92.08,1274
Burundi,Sweet potatoes,1992,63418,21.31,92.08,1274
Burundi,Wheat,1992,7120,21.31,92.08,1274
Burundi,Yams,1992,55479,21.31,92.08,1274
Burundi,Cassava,1993,90264,21.17,96.99,1274
Burundi,Maize,1993,14342,21.17,96.99,1274
Burundi,Potatoes,1993,28125,21.17,96.99,1274
Burundi,"Rice, paddy",1993,31398,21.17,96.99,1274
Burundi,Sorghum,1993,11259,21.17,96.99,1274
Burundi,Soybeans,1993,8694,21.17,96.99,1274
Burundi,Sweet potatoes,1993,64762,21.17,96.99,1274
Burundi,Wheat,1993,7748,21.17,96.99,1274
Burundi,Yams,1993,55547,21.17,96.99,1274
Burundi,Cassava,1994,87884,21.25,84.45,1274
Burundi,Maize,1994,12276,21.25,84.45,1274
Burundi,Potatoes,1994,29453,21.25,84.45,1274
Burundi,"Rice, paddy",1994,31099,21.25,84.45,1274
Burundi,Sorghum,1994,9938,21.25,84.45,1274
Burundi,Soybeans,1994,8000,21.25,84.45,1274
Burundi,Sweet potatoes,1994,60149,21.25,84.45,1274
Burundi,Wheat,1994,8824,21.25,84.45,1274
Burundi,Yams,1994,55734,21.25,84.45,1274
Burundi,Cassava,1995,86870,21.55,144.2,1274
Burundi,Maize,1995,12752,21.55,144.2,1274
Burundi,Potatoes,1995,29691,21.55,144.2,1274
Burundi,"Rice, paddy",1995,26819,21.55,144.2,1274
Burundi,Sorghum,1995,13168,21.55,144.2,1274
Burundi,Soybeans,1995,8368,21.55,144.2,1274
Burundi,Sweet potatoes,1995,61230,21.55,144.2,1274
Burundi,Wheat,1995,7440,21.55,144.2,1274
Burundi,Yams,1995,55955,21.55,144.2,1274
Burundi,Cassava,1996,85779,21.18,207.1,1274
Burundi,Maize,1996,13133,21.18,207.1,1274
Burundi,Potatoes,1996,28825,21.18,207.1,1274
Burundi,"Rice, paddy",1996,27873,21.18,207.1,1274
Burundi,Sorghum,1996,13206,21.18,207.1,1274
Burundi,Soybeans,1996,8305,21.18,207.1,1274
Burundi,Sweet potatoes,1996,62061,21.18,207.1,1274
Burundi,Wheat,1996,7728,21.18,207.1,1274
Burundi,Yams,1996,56264,21.18,207.1,1274
Burundi,Cassava,1997,86182,21.51,117.56,1274
Burundi,Maize,1997,12608,21.51,117.56,1274
Burundi,Potatoes,1997,32397,21.51,117.56,1274
Burundi,"Rice, paddy",1997,32551,21.51,117.56,1274
Burundi,Sorghum,1997,12401,21.51,117.56,1274
Burundi,Soybeans,1997,8282,21.51,117.56,1274
Burundi,Sweet potatoes,1997,61879,21.51,117.56,1274
Burundi,Wheat,1997,7742,21.51,117.56,1274
Burundi,Yams,1997,56226,21.51,117.56,1274
Burundi,Cassava,1998,88820,21.56,107.29,1274
Burundi,Maize,1998,11463,21.56,107.29,1274
Burundi,Potatoes,1998,25950,21.56,107.29,1274
Burundi,"Rice, paddy",1998,29927,21.56,107.29,1274
Burundi,Sorghum,1998,12487,21.56,107.29,1274
Burundi,Soybeans,1998,8000,21.56,107.29,1274
Burundi,Sweet potatoes,1998,59048,21.56,107.29,1274
Burundi,Wheat,1998,8148,21.56,107.29,1274
Burundi,Yams,1998,56668,21.56,107.29,1274
Burundi,Cassava,1999,88212,21.01,150.24,1274
Burundi,Maize,1999,11192,21.01,150.24,1274
Burundi,Potatoes,1999,24393,21.01,150.24,1274
Burundi,"Rice, paddy",1999,32572,21.01,150.24,1274
Burundi,Sorghum,1999,11998,21.01,150.24,1274
Burundi,Soybeans,1999,7778,21.01,150.24,1274
Burundi,Sweet potatoes,1999,65551,21.01,150.24,1274
Burundi,Wheat,1999,7085,21.01,150.24,1274
Burundi,Yams,1999,58009,21.01,150.24,1274
Burundi,Cassava,2000,89953,21.32,109.87,1274
Burundi,Maize,2000,10521,21.32,109.87,1274
Burundi,Potatoes,2000,25242,21.32,109.87,1274
Burundi,"Rice, paddy",2000,30399,21.32,109.87,1274
Burundi,Sorghum,2000,12132,21.32,109.87,1274
Burundi,Soybeans,2000,7273,21.32,109.87,1274
Burundi,Sweet potatoes,2000,62489,21.32,109.87,1274
Burundi,Wheat,2000,6774,21.32,109.87,1274
Burundi,Yams,2000,60175,21.32,109.87,1274
Burundi,Cassava,2001,89591,21.24,72.56,1274
Burundi,Maize,2001,10817,21.24,72.56,1274
Burundi,Potatoes,2001,25757,21.24,72.56,1274
Burundi,"Rice, paddy",2001,32063,21.24,72.56,1274
Burundi,Sorghum,2001,12559,21.24,72.56,1274
Burundi,Soybeans,2001,7500,21.24,72.56,1274
Burundi,Sweet potatoes,2001,65072,21.24,72.56,1274
Burundi,Wheat,2001,8667,21.24,72.56,1274
Burundi,Yams,2001,58376,21.24,72.56,1274
Burundi,Cassava,2002,91456,21.45,98.1,1274
Burundi,Maize,2002,10931,21.45,98.1,1274
Burundi,Potatoes,2002,26760,21.45,98.1,1274
Burundi,"Rice, paddy",2002,32629,21.45,98.1,1274
Burundi,Sorghum,2002,12850,21.45,98.1,1274
Burundi,Soybeans,2002,7500,21.45,98.1,1274
Burundi,Sweet potatoes,2002,67215,21.45,98.1,1274
Burundi,Wheat,2002,8290,21.45,98.1,1274
Burundi,Yams,2002,58376,21.45,98.1,1274
Burundi,Cassava,2004,79083,21.71,508.26,1274
Burundi,Maize,2004,10807,21.71,508.26,1274
Burundi,Potatoes,2004,28732,21.71,508.26,1274
Burundi,"Rice, paddy",2004,32924,21.71,508.26,1274
Burundi,Sorghum,2004,13486,21.71,508.26,1274
Burundi,Soybeans,2004,7500,21.71,508.26,1274
Burundi,Sweet potatoes,2004,66752,21.71,508.26,1274
Burundi,Wheat,2004,8326,21.71,508.26,1274
Burundi,Yams,2004,55067,21.71,508.26,1274
Burundi,Cassava,2005,75230,22.29,304.83,1274
Burundi,Maize,2005,10833,22.29,304.83,1274
Burundi,Potatoes,2005,25483,22.29,304.83,1274
Burundi,"Rice, paddy",2005,34144,22.29,304.83,1274
Burundi,Sorghum,2005,14042,22.29,304.83,1274
Burundi,Soybeans,2005,7778,22.29,304.83,1274
Burundi,Sweet potatoes,2005,65368,22.29,304.83,1274
Burundi,Wheat,2005,7387,22.29,304.83,1274
Burundi,Yams,2005,52836,22.29,304.83,1274
Burundi,Cassava,2006,87864,21.83,190.51,1274
Burundi,Maize,2006,10159,21.83,190.51,1274
Burundi,Potatoes,2006,26176,21.83,190.51,1274
Burundi,"Rice, paddy",2006,33322,21.83,190.51,1274
Burundi,Sorghum,2006,12654,21.83,190.51,1274
Burundi,Soybeans,2006,7895,21.83,190.51,1274
Burundi,Sweet potatoes,2006,66985,21.83,190.51,1274
Burundi,Wheat,2006,8007,21.83,190.51,1274
Burundi,Yams,2006,56615,21.83,190.51,1274
Burundi,Cassava,2007,87275,21.28,412.66,1274
Burundi,Maize,2007,10244,21.28,412.66,1274
Burundi,Potatoes,2007,34521,21.28,412.66,1274
Burundi,"Rice, paddy",2007,33767,21.28,412.66,1274
Burundi,Sorghum,2007,12964,21.28,412.66,1274
Burundi,Soybeans,2007,7750,21.28,412.66,1274
Burundi,Sweet potatoes,2007,66692,21.28,412.66,1274
Burundi,Wheat,2007,8407,21.28,412.66,1274
Burundi,Yams,2007,57103,21.28,412.66,1274
Burundi,Cassava,2008,64718,21.29,456.44,1274
Burundi,Maize,2008,10041,21.29,456.44,1274
Burundi,Potatoes,2008,26273,21.29,456.44,1274
Burundi,"Rice, paddy",2008,32203,21.29,456.44,1274
Burundi,Sorghum,2008,12874,21.29,456.44,1274
Burundi,Soybeans,2008,7683,21.29,456.44,1274
Burundi,Sweet potatoes,2008,65947,21.29,456.44,1274
Burundi,Wheat,2008,8431,21.29,456.44,1274
Burundi,Yams,2008,57869,21.29,456.44,1274
Burundi,Cassava,2009,41867,21.42,177.75,1274
Burundi,Maize,2009,10032,21.42,177.75,1274
Burundi,Potatoes,2009,27711,21.42,177.75,1274
Burundi,"Rice, paddy",2009,32680,21.42,177.75,1274
Burundi,Sorghum,2009,12885,21.42,177.75,1274
Burundi,Soybeans,2009,7619,21.42,177.75,1274
Burundi,Sweet potatoes,2009,67125,21.42,177.75,1274
Burundi,Wheat,2009,8583,21.42,177.75,1274
Burundi,Yams,2009,55000,21.42,177.75,1274
Burundi,Cassava,2010,40629,21.75,264.53,1274
Burundi,Maize,2010,10511,21.75,264.53,1274
Burundi,Potatoes,2010,42521,21.75,264.53,1274
Burundi,"Rice, paddy",2010,28268,21.75,264.53,1274
Burundi,Sorghum,2010,10701,21.75,264.53,1274
Burundi,Soybeans,2010,7752,21.75,264.53,1274
Burundi,Sweet potatoes,2010,77508,21.75,264.53,1274
Burundi,Wheat,2010,7393,21.75,264.53,1274
Burundi,Yams,2010,64079,21.75,264.53,1274
Burundi,Cassava,2011,39948,21.23,75.64,1274
Burundi,Maize,2011,11023,21.23,75.64,1274
Burundi,Potatoes,2011,45493,21.23,75.64,1274
Burundi,"Rice, paddy",2011,26876,21.23,75.64,1274
Burundi,Sorghum,2011,8205,21.23,75.64,1274
Burundi,Soybeans,2011,7764,21.23,75.64,1274
Burundi,Sweet potatoes,2011,78801,21.23,75.64,1274
Burundi,Wheat,2011,7129,21.23,75.64,1274
Burundi,Yams,2011,68989,21.23,75.64,1274
Burundi,Cassava,2012,42092,21.44,98.59,1274
Burundi,Maize,2012,11763,21.44,98.59,1274
Burundi,Potatoes,2012,31165,21.44,98.59,1274
Burundi,"Rice, paddy",2012,21041,21.44,98.59,1274
Burundi,Sorghum,2012,5890,21.44,98.59,1274
Burundi,Soybeans,2012,7283,21.44,98.59,1274
Burundi,Sweet potatoes,2012,65035,21.44,98.59,1274
Burundi,Wheat,2012,4448,21.44,98.59,1274
Burundi,Yams,2012,90258,21.44,98.59,1274
Burundi,Cassava,2013,68749,21.53,956.06,1274
Burundi,Maize,2013,13218,21.53,956.06,1274
Burundi,Potatoes,2013,62252,21.53,956.06,1274
Burundi,"Rice, paddy",2013,19130,21.53,956.06,1274
Burundi,Sorghum,2013,6513,21.53,956.06,1274
Burundi,Soybeans,2013,9554,21.53,956.06,1274
Burundi,Sweet potatoes,2013,104528,21.53,956.06,1274
Burundi,Wheat,2013,7276,21.53,956.06,1274
Burundi,Yams,2013,79279,21.53,956.06,1274
Cameroon,Cassava,1990,164386,25.08,450.01,1604
Cameroon,Maize,1990,18543,25.08,450.01,1604
Cameroon,Plantains and others,1990,51150,25.08,450.01,1604
Cameroon,Potatoes,1990,16142,25.08,450.01,1604
Cameroon,"Rice, paddy",1990,49999,25.08,450.01,1604
Cameroon,Sorghum,1990,8489,25.08,450.01,1604
Cameroon,Soybeans,1990,6000,25.08,450.01,1604
Cameroon,Sweet potatoes,1990,78150,25.08,450.01,1604
Cameroon,Wheat,1990,15000,25.08,450.01,1604
Cameroon,Yams,1990,39310,25.08,450.01,1604
Cameroon,Cassava,1991,162200,24.99,99.09,1604
Cameroon,Maize,1991,19800,24.99,99.09,1604
Cameroon,Plantains and others,1991,53222,24.99,99.09,1604
Cameroon,Potatoes,1991,16875,24.99,99.09,1604
Cameroon,"Rice, paddy",1991,36400,24.99,99.09,1604
Cameroon,Sorghum,1991,7692,24.99,99.09,1604
Cameroon,Soybeans,1991,6034,24.99,99.09,1604
Cameroon,Sweet potatoes,1991,63103,24.99,99.09,1604
Cameroon,Wheat,1991,12863,24.99,99.09,1604
Cameroon,Yams,1991,50000,24.99,99.09,1604
Cameroon,Cassava,1992,136333,24.6,1137.56,1604
Cameroon,Maize,1992,13974,24.6,1137.56,1604
Cameroon,Plantains and others,1992,54632,24.6,1137.56,1604
Cameroon,Potatoes,1992,20500,24.6,1137.56,1604
Cameroon,"Rice, paddy",1992,35000,24.6,1137.56,1604
Cameroon,Sorghum,1992,7600,24.6,1137.56,1604
Cameroon,Soybeans,1992,6061,24.6,1137.56,1604
Cameroon,Sweet potatoes,1992,62643,24.6,1137.56,1604
Cameroon,Wheat,1992,12884,24.6,1137.56,1604
Cameroon,Yams,1992,55238,24.6,1137.56,1604
Cameroon,Cassava,1993,131840,24.9,774.49,1604
Cameroon,Maize,1993,11267,24.9,774.49,1604
Cameroon,Plantains and others,1993,56000,24.9,774.49,1604
Cameroon,Potatoes,1993,21111,24.9,774.49,1604
Cameroon,"Rice, paddy",1993,29000,24.9,774.49,1604
Cameroon,Sorghum,1993,7647,24.9,774.49,1604
Cameroon,Soybeans,1993,6000,24.9,774.49,1604
Cameroon,Sweet potatoes,1993,62183,24.9,774.49,1604
Cameroon,Wheat,1993,12904,24.9,774.49,1604
Cameroon,Yams,1993,60000,24.9,774.49,1604
Cameroon,Cassava,1994,127037,24.93,411.42,1604
Cameroon,Maize,1994,11644,24.93,411.42,1604
Cameroon,Plantains and others,1994,55053,24.93,411.42,1604
Cameroon,Potatoes,1994,19811,24.93,411.42,1604
Cameroon,"Rice, paddy",1994,31423,24.93,411.42,1604
Cameroon,Sorghum,1994,7292,24.93,411.42,1604
Cameroon,Soybeans,1994,6026,24.93,411.42,1604
Cameroon,Sweet potatoes,1994,61724,24.93,411.42,1604
Cameroon,Wheat,1994,12937,24.93,411.42,1604
Cameroon,Yams,1994,70588,24.93,411.42,1604
Cameroon,Cassava,1995,118667,25.21,48.35,1604
Cameroon,Maize,1995,15450,25.21,48.35,1604
Cameroon,Plantains and others,1995,54365,25.21,48.35,1604
Cameroon,Potatoes,1995,20588,25.21,48.35,1604
Cameroon,"Rice, paddy",1995,31307,25.21,48.35,1604
Cameroon,Sorghum,1995,8679,25.21,48.35,1604
Cameroon,Soybeans,1995,6203,25.21,48.35,1604
Cameroon,Sweet potatoes,1995,61264,25.21,48.35,1604
Cameroon,Wheat,1995,13098,25.21,48.35,1604
Cameroon,Yams,1995,71625,25.21,48.35,1604
Cameroon,Cassava,1996,115500,25.0,180.08,1604
Cameroon,Maize,1996,18750,25.0,180.08,1604
Cameroon,Plantains and others,1996,55603,25.0,180.08,1604
Cameroon,Potatoes,1996,29064,25.0,180.08,1604
Cameroon,"Rice, paddy",1996,31391,25.0,180.08,1604
Cameroon,Sorghum,1996,8910,25.0,180.08,1604
Cameroon,Soybeans,1996,6220,25.0,180.08,1604
Cameroon,Sweet potatoes,1996,60681,25.0,180.08,1604
Cameroon,Wheat,1996,13333,25.0,180.08,1604
Cameroon,Yams,1996,75000,25.0,180.08,1604
Cameroon,Cassava,1997,106556,24.98,630.12,1604
Cameroon,Maize,1997,20267,24.98,630.12,1604
Cameroon,Plantains and others,1997,56426,24.98,630.12,1604
Cameroon,Potatoes,1997,40329,24.98,630.12,1604
Cameroon,"Rice, paddy",1997,33636,24.98,630.12,1604
Cameroon,Sorghum,1997,8889,24.98,630.12,1604
Cameroon,Soybeans,1997,6235,24.98,630.12,1604
Cameroon,Sweet potatoes,1997,65306,24.98,630.12,1604
Cameroon,Wheat,1997,13264,24.98,630.12,1604
Cameroon,Yams,1997,78947,24.98,630.12,1604
Cameroon,Cassava,1998,90041,25.66,258.02,1604
Cameroon,Maize,1998,18911,25.66,258.02,1604
Cameroon,Plantains and others,1998,67958,25.66,258.02,1604
Cameroon,Potatoes,1998,53198,25.66,258.02,1604
Cameroon,"Rice, paddy",1998,35467,25.66,258.02,1604
Cameroon,Sorghum,1998,9955,25.66,258.02,1604
Cameroon,Soybeans,1998,6250,25.66,258.02,1604
Cameroon,Sweet potatoes,1998,74780,25.66,258.02,1604
Cameroon,Wheat,1998,13279,25.66,258.02,1604
Cameroon,Yams,1998,79360,25.66,258.02,1604
Cameroon,Cassava,1999,136594,24.97,653.0,1604
Cameroon,Maize,1999,25907,24.97,653.0,1604
Cameroon,Plantains and others,1999,61102,24.97,653.0,1604
Cameroon,Potatoes,1999,60031,24.97,653.0,1604
Cameroon,"Rice, paddy",1999,33095,24.97,653.0,1604
Cameroon,Sorghum,1999,11239,24.97,653.0,1604
Cameroon,Soybeans,1999,6373,24.97,653.0,1604
Cameroon,Sweet potatoes,1999,65895,24.97,653.0,1604
Cameroon,Wheat,1999,13294,24.97,653.0,1604
Cameroon,Yams,1999,93209,24.97,653.0,1604
Cameroon,Cassava,2000,132992,24.88,545.0,1604
Cameroon,Maize,2000,24615,24.88,545.0,1604
Cameroon,Plantains and others,2000,61323,24.88,545.0,1604
Cameroon,Potatoes,2000,59044,24.88,545.0,1604
Cameroon,"Rice, paddy",2000,30103,24.88,545.0,1604
Cameroon,Sorghum,2000,12000,24.88,545.0,1604
Cameroon,Soybeans,2000,6375,24.88,545.0,1604
Cameroon,Sweet potatoes,2000,64578,24.88,545.0,1604
Cameroon,Wheat,2000,13309,24.88,545.0,1604
Cameroon,Yams,2000,93662,24.88,545.0,1604
Cameroon,Cassava,2001,81918,25.01,687.0,1604
Cameroon,Maize,2001,24404,25.01,687.0,1604
Cameroon,Plantains and others,2001,62064,25.01,687.0,1604
Cameroon,Potatoes,2001,51674,25.01,687.0,1604
Cameroon,"Rice, paddy",2001,30242,25.01,687.0,1604
Cameroon,Sorghum,2001,12024,25.01,687.0,1604
Cameroon,Soybeans,2001,6193,25.01,687.0,1604
Cameroon,Sweet potatoes,2001,64856,25.01,687.0,1604
Cameroon,Wheat,2001,13325,25.01,687.0,1604
Cameroon,Yams,2001,94345,25.01,687.0,1604
Cameroon,Cassava,2002,76626,25.26,815.79,1604
Cameroon,Maize,2002,20679,25.26,815.79,1604
Cameroon,Plantains and others,2002,53209,25.26,815.79,1604
Cameroon,Potatoes,2002,39452,25.26,815.79,1604
Cameroon,"Rice, paddy",2002,11137,25.26,815.79,1604
Cameroon,Sorghum,2002,14129,25.26,815.79,1604
Cameroon,Soybeans,2002,5611,25.26,815.79,1604
Cameroon,Sweet potatoes,2002,45554,25.26,815.79,1604
Cameroon,Wheat,2002,13340,25.26,815.79,1604
Cameroon,Yams,2002,76643,25.26,815.79,1604
Cameroon,Cassava,2004,66145,25.42,849.48,1604
Cameroon,Maize,2004,19166,25.42,849.48,1604
Cameroon,Plantains and others,2004,53312,25.42,849.48,1604
Cameroon,Potatoes,2004,31159,25.42,849.48,1604
Cameroon,"Rice, paddy",2004,12416,25.42,849.48,1604
Cameroon,Sorghum,2004,12654,25.42,849.48,1604
Cameroon,Soybeans,2004,5866,25.42,849.48,1604
